iter	RMSE
908	25.05980255
909	24.88968261
910	24.82697458
911	24.69782294
912	24.68291185
913	24.62439199
914	24.4731515
915	24.34347648
916	24.20717468
917	24.09809917
918	24.00879443
919	23.94009273
920	23.90483323
921	23.80095216
922	23.69735653
923	23.54887693
924	23.41374881
925	23.34000534
926	23.32730189
927	23.19077881
928	23.08105916
929	22.9853866
930	22.96282534
931	22.88721978
932	22.84959903
933	22.70995401
934	22.62421107
935	22.51371371
936	22.43799343
937	22.38816148
938	22.26167111
939	22.18992491
940	22.10308705
941	22.05510476
942	21.99634674
943	21.88562589
944	21.76008591
945	21.68408245
946	21.59184425
947	21.47031746
948	21.41626754
949	21.30894667
950	21.23989794
951	21.1814372
952	21.07368336
953	21.04303496
954	21.02500243
955	21.00955989
956	20.92462841
957	20.9110747
958	20.84230995
959	20.73561409
960	20.692107
961	20.63518115
962	20.51953121
963	20.44677194
964	20.42747052
965	20.30602624
966	20.17659552
967	20.09566508
968	19.96734967
969	19.89899744
970	19.85801544
971	19.74450647
972	19.6636292
973	19.61767343
974	19.510777
975	19.4060557
976	19.38400862
977	19.35501309
978	19.34400541
979	19.28092928
980	19.25306388
981	19.13347129
982	19.06491706
983	18.96177844
984	18.85421843
985	18.77538879
986	18.76324312
987	18.75383132
988	18.66989754
989	18.59598088
990	18.53307706
991	18.52200894
992	18.45569349
993	18.34878011
994	18.33097966
995	18.31513612
996	18.20980222
997	18.10901306
998	18.10040827
999	18.04963135
