iter	RMSE
270	112979.3164
271	112953.5183
272	112907.4995
273	112801.6387
274	112668.4379
275	112632.3799
276	112558.1973
277	112551.3346
278	112509.313
279	112477.6285
280	112314.8937
281	112276.5533
282	112238.6385
283	112190.4343
284	112150.2012
285	112114.4388
286	112077.8526
287	112000.8692
288	111939.5993
289	111916.8737
290	111887.9701
291	111862.9133
292	111770.6014
293	111728.9126
294	111695.9648
295	111659.2965
296	111606.535
297	111555.5197
298	111496.4927
299	111442.0468
300	111420.555
301	111397.6925
302	111365.3609
303	111299.3559
304	111261.9379
305	111117.9892
306	111097.0385
307	111044.3959
308	111014.0766
309	110972.3443
310	110947.9981
311	110908.22
312	110884.1127
313	110853.664
314	110807.8163
315	110771.3058
316	110742.8514
317	110689.3692
318	110671.313
319	110644.1312
320	110588.1973
321	110562.8044
322	110546.03
323	110510.3107
324	110456.6565
325	110432.9075
326	110405.9023
327	110375.303
328	110351.1128
329	110346.5342
330	110311.6888
331	110260.157
332	110212.6583
333	110147.6299
334	110105.4825
335	110074.2576
336	110040.0008
337	109901.146
338	109878.3921
339	109874.2528
340	109850.903
341	109840.2661
342	109738.0704
343	109685.0762
344	109634.3587
345	109603.8181
346	109523.1302
347	109506.6395
348	109465.7225
349	109411.5205
350	109354.4786
351	109326.0004
352	109193.9186
353	109167.1161
354	109130.8297
355	109102.0584
356	109098.2087
357	109082.7478
358	109079.0131
359	109062.7314
360	109049.011
361	109020.9385
362	109017.34
363	108992.8578
364	108989.3628
365	108960.6206
366	108951.717
367	108916.8117
368	108901.5048
369	108858.6531
370	108823.8875
371	108768.2053
372	108753.2198
373	108750.0613
374	108695.831
375	108667.7228
376	108664.6781
377	108607.5475
378	108565.2257
379	108548.9232
380	108411.2319
381	108371.2015
382	108318.3186
383	108300.7067
384	108278.5967
385	108255.5143
386	108221.245
387	108201.1401
388	108159.9947
389	108150.801
390	108109.8043
391	108085.3955
392	108069.7
393	108020.2024
394	107995.0177
395	107965.049
396	107920.8101
397	107886.5958
398	107868.635
399	107844.4581
400	107787.5047
401	107736.818
402	107672.6858
403	107666.1611
404	107581.8681
405	107563.4725
406	107541.9927
407	107495.1587
408	107468.4187
409	107450.4015
410	107404.4403
411	107361.6642
412	107340.1604
413	107315.1744
414	107271.9166
415	107227.9564
416	107112.8167
417	107065.5333
418	107047.7841
419	107034.8787
420	106976.0094
421	106958.6272
422	106950.1157
423	106893.7994
424	106870.2695
425	106829.6199
426	106800.32
427	106762.8487
428	106732.8743
429	106618.8
430	106539.6515
431	106512.3748
432	106480.7374
433	106448.4631
434	106435.2274
435	106388.7203
436	106361.1869
437	106346.5204
438	106273.7414
439	106263.354
440	106237.0067
441	106206.1302
442	106162.8029
443	106088.0104
444	106075.0805
445	106054.4356
446	106021.7779
447	105996.8251
448	105944.8433
449	105905.1482
450	105874.5729
451	105842.2523
452	105817.1352
453	105800.4356
454	105793.4886
455	105781.9371
456	105706.8795
457	105645.0456
458	105628.9954
459	105611.3584
460	105536.1707
461	105514.936
462	105499.5728
463	105479.7751
464	105465.0579
465	105451.003
466	105421.868
467	105395.9278
468	105310.0549
469	105275.0323
470	105247.9052
471	105230.6626
472	105212.0083
473	105182.1312
474	105170.384
475	105144.2777
476	105127.2302
477	105106.3539
478	105076.6027
479	105036.9349
480	104988.3362
481	104946.8279
482	104931.1005
483	104917.9375
484	104909.0672
485	104855.5881
486	104845.3045
487	104825.1724
488	104784.2522
489	104765.1848
490	104734.6619
491	104638.213
492	104561.7949
493	104517.4616
494	104510.4609
495	104489.3222
496	104389.1904
497	104373.2112
498	104339.3746
499	104322.95
500	104286.8511
501	104253.3846
502	104236.7956
503	104209.9169
504	104199.6967
505	104181.7437
506	104164.9224
507	104099.1445
508	104082.3596
509	104051.6366
510	103983.9469
511	103972.4499
512	103912.4057
513	103882.1628
514	103855.0972
515	103827.4183
516	103812.2491
517	103794.255
518	103724.1377
519	103710.8636
520	103686.5663
521	103648.4585
522	103596.9339
523	103581.7813
524	103552.3666
525	103544.9103
526	103535.7685
527	103516.851
528	103454.9144
529	103444.3388
530	103408.6367
531	103344.4985
532	103321.0358
533	103302.0138
534	103295.8854
535	103266.411
536	103249.9549
537	103204.2225
538	103168.25
539	103155.0644
540	103139.1723
541	103122.7643
542	103109.7647
543	103097.5881
544	103076.2828
545	103051.5381
546	103030.3061
547	103012.3221
548	102936.8718
549	102932.2717
550	102917.8737
551	102900.593
552	102892.8367
553	102871.1361
554	102833.1154
555	102821.6262
556	102800.3171
557	102786.163
558	102776.5991
559	102747.1072
560	102741.5502
561	102692.2777
562	102651.6637
563	102640.0529
564	102602.4322
565	102576.3487
566	102521.1222
567	102508.1092
568	102463.0298
569	102442.1022
570	102432.8951
571	102398.8311
572	102357.59
573	102315.9647
574	102281.8627
575	102263.4485
576	102221.9916
577	102198.0294
578	102138.6696
579	102121.8158
580	102086.9879
581	102013.569
582	101981.2994
583	101951.3545
584	101884.227
585	101856.4356
586	101829.9823
587	101805.6289
588	101782.8847
589	101762.3868
590	101743.1539
591	101723.697
592	101709.066
593	101647.5543
594	101628.6154
595	101611.5762
596	101555.1313
597	101492.1528
598	101461.9065
599	101452.4024
600	101371.5008
601	101291.9377
602	101275.5552
603	101231.2428
604	101221.9363
605	101158.5468
606	101121.4189
607	101077.288
608	101037.1775
609	101022.9633
610	100992.0397
611	100983.211
612	100916.4766
613	100888.0034
614	100865.3852
615	100849.4064
616	100826.3222
617	100784.6076
618	100769.4033
619	100758.6717
620	100725.882
621	100705.0995
622	100657.6641
623	100641.1126
624	100615.0208
625	100585.5051
626	100564.914
627	100541.7731
628	100533.2188
629	100519.6674
630	100469.7478
631	100459.1676
632	100397.7807
633	100383.4951
634	100324.7879
635	100304.8393
636	100248.6685
637	100215.5729
638	100187.6761
639	100160.7069
640	100125.4104
641	100075.6559
642	100032.2235
643	100000.5803
644	99983.94052
645	99961.02728
646	99946.64783
647	99922.37429
648	99899.98715
649	99892.2367
650	99871.8883
651	99866.84629
652	99849.75083
653	99824.31513
654	99816.23762
655	99792.02021
656	99768.56445
657	99752.11033
658	99741.93418
659	99716.9383
660	99697.08716
661	99671.9637
662	99639.79402
663	99599.19676
664	99569.48549
665	99552.84874
666	99545.05066
667	99533.17223
668	99495.4023
669	99477.82849
670	99464.79012
671	99458.61018
672	99417.11435
673	99402.26799
674	99394.00534
675	99383.99696
676	99361.47904
677	99337.44555
678	99297.74569
679	99280.40022
680	99257.89808
681	99228.86766
682	99208.11778
683	99202.03793
684	99190.98958
685	99168.29106
686	99141.50901
687	99125.63135
688	99120.45445
689	99114.99184
690	99085.63089
691	99044.5289
692	99027.86537
693	98979.72944
694	98963.98223
695	98955.70876
696	98947.24297
697	98938.82722
698	98924.43132
699	98914.79236
700	98904.43788
701	98873.12625
702	98833.49858
703	98821.48659
704	98815.12105
705	98809.07741
706	98791.98025
707	98753.97398
708	98740.89908
709	98712.09778
710	98667.14397
711	98608.05624
712	98591.5435
713	98571.10462
714	98552.80213
715	98527.95822
716	98499.6318
717	98487.45192
718	98474.51709
719	98467.2988
720	98455.5531
721	98441.81658
722	98435.23079
723	98414.068
724	98406.13188
725	98378.54038
726	98341.67118
727	98321.90592
728	98284.98358
729	98267.99405
730	98242.55456
731	98215.72674
732	98192.83251
733	98177.29521
734	98171.68414
735	98161.07242
736	98145.89606
737	98130.5513
738	98123.53617
739	98082.49722
740	98074.95368
741	98039.75747
742	98025.90267
743	98013.98939
744	97998.59392
745	97967.74282
746	97927.53445
747	97919.41435
748	97911.8352
749	97897.12581
750	97893.06706
751	97887.66287
752	97853.84181
753	97849.33114
754	97843.59043
755	97829.90207
756	97802.98187
757	97795.63471
758	97779.84335
759	97756.86995
760	97747.72722
761	97740.29059
762	97705.66558
763	97686.69602
764	97661.54389
765	97647.86964
766	97637.64738
767	97602.58847
768	97589.20086
769	97551.35474
770	97544.73759
771	97538.39601
772	97508.76556
773	97496.88742
774	97491.62621
775	97453.83023
776	97420.79887
777	97414.66009
778	97381.92519
779	97346.23249
780	97314.88381
781	97291.05687
782	97283.95244
783	97279.056
784	97243.87456
785	97222.30342
786	97211.08183
787	97178.35119
788	97150.18411
789	97142.87339
790	97136.5018
791	97112.60542
792	97096.0001
793	97079.78832
794	97053.54725
795	97036.90306
796	97025.51253
797	97000.94978
798	96977.99284
799	96966.57275
800	96942.54449
801	96935.96084
802	96886.59785
803	96881.42922
804	96875.27121
805	96850.75124
806	96843.97269
807	96837.63582
808	96820.25223
809	96798.17432
810	96776.82852
811	96770.85155
812	96765.61151
813	96735.16955
814	96730.41675
815	96725.62328
816	96706.76171
817	96692.34663
818	96672.38739
819	96647.87523
820	96634.65391
821	96625.91806
822	96622.16361
823	96605.25224
824	96571.56016
825	96564.68277
826	96544.29141
827	96537.8758
828	96529.67151
829	96514.51801
830	96484.33828
831	96459.61544
832	96440.8784
833	96418.0975
834	96393.07622
835	96373.90666
836	96362.77821
837	96338.85612
838	96323.46924
839	96301.16638
840	96270.16524
841	96265.97341
842	96256.04174
843	96249.34638
844	96227.50821
845	96212.3423
846	96205.21127
847	96198.00451
848	96178.63007
849	96146.64087
850	96136.5841
851	96105.6213
852	96098.57782
853	96075.09118
854	96070.54216
855	96055.56407
856	96028.62948
857	96010.12669
858	95988.11544
859	95982.84348
860	95972.55515
861	95956.58109
862	95936.09572
863	95929.16078
864	95922.32555
865	95917.03286
866	95906.86542
867	95899.66423
868	95894.87848
869	95869.64851
870	95849.26404
871	95840.02877
872	95834.00931
873	95821.81933
874	95816.46666
875	95771.23624
876	95758.50947
877	95751.55397
878	95745.87176
879	95723.46559
880	95699.83849
881	95683.75545
882	95673.48249
883	95669.64414
884	95654.98053
885	95647.406885886	95633.624886	95992.70261
887	95980.93865
888	95974.1269
889	95968.47428
890	95946.80512
891	95922.24156
892	95895.24819
893	95891.38506
894	95850.35216
895	95823.29352
896	95802.33483
897	95782.5907
898	95772.21687
899	95768.11763
900	95761.36157
901	95757.57695
902	95751.24682
903	95728.53828
904	95724.47575
905	95714.78828
906	95707.56519
907	95690.76659
908	95683.76398
909	95670.00888
910	95665.18723
911	95652.4873
912	95632.26211
913	95618.7386
914	95606.48907
915	95594.34502
916	95572.30634
917	95558.09452
918	95544.02057
919	95513.38067
920	95478.81264
921	95444.87999
922	95437.39652
923	95429.18632
924	95417.92851
925	95411.94032
926	95386.30215
927	95355.18071
928	95328.72384
929	95294.67395
930	95273.62387
931	95257.91696
932	95232.54079
933	95219.45763
934	95194.55758
935	95171.96713
936	95158.08856
937	95147.66266
938	95131.32359
939	95112.64893
940	95097.22543
941	95075.80391
942	95056.22808
943	95036.46091
944	95016.33748
945	95000.49234
946	94991.95661
947	94985.04882
948	94975.07321
949	94942.00321
950	94916.76141
951	94895.71928
952	94867.90878
953	94859.76021
954	94838.99882
955	94837.21131
956	94830.58529
957	94814.82496
958	94802.77078
959	94780.14326
960	94753.5744
961	94745.88455
962	94738.83097
963	94716.23067
964	94704.1745
965	94680.85859
966	94661.71086
967	94646.0204
968	94620.13955
969	94607.93009
970	94600.24409
971	94586.90914
972	94577.85429
973	94563.53178
974	94539.92797
975	94534.46789
976	94525.01043
97978	95302.550797979	95294.366297980	95280.528998981	95271.506598982	95262.73412
983	95242.88355
984	95233.83098
985	95228.33408
986	95219.02574
987	95212.76658
988	95194.03302
989	95170.27542
990	95151.76917
991	95116.18146
992	95103.94867
993	95081.34266
994	95050.63664
995	95045.79396
996	95039.781
997	95036.56974
998	95032.56816
999	95025.9429
99	94234.50987
4.85982
501
